IPAddress,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,PID,treatment,read timer_First Click,read timer_Last Click,read timer_Page Submit,read timer_Click Count,exp timer_First Click,exp timer_Last Click,exp timer_Page Submit,exp timer_Click Count,allocate1,allocate2,allocate3,timer token First Click,timer token Last Click,timer token Page Submit,timer token Click Count,why,timer why First Click,timerwhyLast Click,timerwhyPage Submit,timer whyClick Count,mancheck1,norms,norms timer_First Click,norms timer_Last Click,norms timer_Page Submit,norms timer_Click Count,EE1,belief timer First Click,belief timer Last Click,belief timer Page Submit,belief timer Click Count,RiskBattery_1,IE-4 LOC_1,IE-4 LOC_2,IE-4 LOC_3,IE-4 LOC_5,DUREL 1_1,DUREL 2,durel 3_1,durel 3_2,durel 3_3,heart,Age,politics,religaffil,otherreligion,arm,Total approvals,Age2,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
172.58.12.10,575,8/24/26 11:09,R_1sM30TAQrp7HVkJ,44.9401,-93.0114,6705d14b9d83b8a4d08b9248,history,0,0,37.765,0,0,0,6.219,0,10,60,30,4.398,42.477,47.662,8,I thought about this question and the likeliness of each answer Religious beliefs arent based in science I think as humans we look to assign meaning and purpose to our existence and that means believing in a higher power Although I can believe that maybe there could be a higher guiding purpose I think it is more likely that there is none Things happen randomly and as humans we assign meaning to it The second most likely answer is that we cant know for sure,1.738,1.738,264.772,1,3,3,3.502,13.455,20.63,2,30,7.924,7.924,9.35,1,64,1,2,5,4,0,1,3,3,3,1,26,100,11,I dont actively believe or participate in religion and I would say I am more agnostic as I do think there is a chance that there are higher powers but I do not completely rule them out,4,755,26,Female,Other,United States,United States,United States,English,No,Part-Time
69.248.192.144,361,8/24/26 11:06,R_1gxc4gBajIs4TER,40.0055,-74.9979,67204af156acf704058c6e66,history,0,0,16.962,0,0,0,10.777,0,1,9,90,12.064,22.953,24.483,3,I cant entirely rule out there is no god so I gave that one token Mostly I know we have no way of knowing so thats where most of my certainty went although I do give a little creed to the idea that theres something working behind the scenes,0.761,0.761,41.104,1,4,4,3.582,9.852,14.397,2,30,8.47,8.47,9.453,1,76,2,5,4,4,0,1,3,5,5,1,30,95,11,agnostic,4,1548,30,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
98.186.240.42,369,8/24/26 11:03,R_31ZdfxD4do9zQNX,32.5938,-83.642,6723bc72ef861288d3aeb41d,history,18.671,28.903,31.299,2,0,0,21.315,0,100,0,0,4.269,7.441,8.608,2,The Bible says tha God is the creator of heaven and earth There is no doubt in my mind that he is the Creator because He is a Man that cannot lie He simply spoke the universe into existence and it came to be,4.101,4.101,115.989,1,4,1,4.064,12.845,14.28,4,59,10.304,14.799,16.972,4,69,1,2,5,2,10,6,4,4,4,1,28,44,1,Pentecostal,4,1732,28,Male,Black,United States,United States,United States,English,Yes,Full-Time
68.53.245.188,385,8/24/26 11:05,R_6HjmMctV28Zq12x,34.9142,-85.1217,67456b8ca7f25ce61e1d6ecd,history,0,0,36.431,0,0,0,6.393,0,0,50,50,23.551,23.551,28.394,1,An even distribution toward evidence based data and toward general lack of understanding and none toward special pleading,4.47,70.249,84.159,3,3,5,12.848,19.725,20.667,2,60,12.852,12.852,13.784,1,0,1,5,3,1,0,1,5,5,5,1,46,95,10,Atheist but its not a religion It is a lack of belief in a god,4,6089,46,Male,White,United States,United States,United States,English,No,Full-Time
69.143.241.114,352,8/24/26 11:03,R_79sqjl9vuLKAYvb,39.4698,-76.8319,675cf75e3c237ff931f4a43e,history,13.733,13.733,32.143,1,0,0,17.079,0,60,20,20,11.4,18.925,21.334,3,I think that it is more likely than not that there is divinity behind the curtains Given the evidence that exists across culture such a probability is more likely than not However the physical laws of the universe are also powerful and may account for what has occurred Finally there is also an element of unknowability as well,4.596,118.918,148.094,2,4,3,5.792,17.468,18.183,2,51,8.499,8.499,9.804,1,70,3,4,4,4,0,2,2,3,3,1,60,49,1,Christian based,4,5906,60,Female,Asian,Hong Kong,United States,United States,Chinese,No,Full-Time
100.14.71.40,455,8/24/26 11:08,R_5dRmdzgepab0UQJ,39.9444,-75.5875,67902635a20315fcc7ff5c43,history,11.399,52.562,56.302,5,0,0,15.554,0,15,65,20,0.708,51.012,53.799,10,I believe that everything was done in random events which can be proven through science I also believe that some of it can not be proven or told because we do not have enough information yet and or we havent developed the technology yet I gave some points for the predetermined section because although I do not believe it is true I am a god fearing person,11.263,114.446,115.395,5,2,4,8.929,24.867,25.7,6,35,14.816,19.29,20.565,2,80,2,3,4,2,1,1,5,4,3,1,44,65,2,Roman Catholic,4,4119,44,Female,White,United States,United States,United States,English,Yes,Full-Time
50.90.230.252,904,8/24/26 11:13,R_3gBYicktFVjUp1L,39.7932,-86.2132,67ade0c7138bc5e2f5d72575,history,9.559,70.888,71.704,5,12.677,35.25,37.303,2,100,0,0,92.314,140.69,143.685,6,God created the universe The universe and all living and non living things were created with purpose Once we die we all either go to Heaven or Hell We are not here by mistake but by design,4.069,4.069,48.241,1,3,2,4.391,13.28,14.104,4,85,20.117,22.509,28.877,2,50,1,5,5,1,31,5,1,1,1,1,40,0,1,Non denominational Christian,4,2037,40,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
75.65.184.35,688,8/24/26 11:12,R_7FJ1LrbmqxP9e0D,35.1567,-89.9274,6946d43d6e37a8ebea7882bd,history,40.346,40.346,46.494,1,34.95,34.95,57.976,1,25,30,45,6.539,126.287,129.291,4,I gave the most tokens to Unknowable because I do not think the available evidence can establish with certainty whether the universe has a purposeful creator or arose through natural processes I gave both alternatives some weight because each remains possible,3.564,33.009,39.924,2,4,4,5.51,50.048,58.596,7,35,4.5,24.884,27.247,4,50,1,2,4,2,1,1,3,4,4,1,28,40,1,Baptist,4,557,28,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
207.211.243.55,491,8/24/26 11:06,R_6GDhZSDGPACLeQ2,34.7487,-80.7595,6952a750b9a128af6b5afc96,history,0,0,37.633,0,0,0,13.818,0,50,10,40,7.224,54.274,56.912,10,I really have no logic and a part of me was inclined to put that its unknowable as the highest percentage because I really do think it is unknowable However I do believe in a higher power and have heard firsthand accounts as well as of course literary accounts of instances that cannot be explained Therefore I do believe there is a higher power though I do believe that we cannot know or fully understand everything about it or the universe,1.437,71.47,93.374,4,4,3,23.022,41.49,42.28,2,80,21.394,21.394,22.047,1,30,2,4,4,2,0,5,3,3,4,1,44,93,1,United Church of Christ,4,2665,44,Female,White,United States,United States,United States,English,No,Part-Time
35.62.17.243,233,8/24/26 11:00,R_1wGZkW1xVAubzQL,42.7686,-86.117,695f8d6f0cf14b2d9f00f314,history,1.813,8.284,9.9,7,0,0,7.843,0,100,0,0,2.17,9.32,14.901,4,I think there are too many examples of divine intervention and intentional design I believe God is real and created the earth It would be impossible to be a random occurrence,14.422,14.422,77.871,1,2,2,5.209,10.648,12.218,5,42,17.168,17.168,17.858,1,65,2,3,4,2,5,6,1,1,1,1,35,92,1,Christian,4,1863,35,Male,White,United States,United States,United States,English,No,Full-Time
24.99.128.8,847,8/24/26 11:10,R_3EgXq5MDeFnSVrt,33.906,-84.184,697b6a31c5be61f911835aaa,history,0,0,294.201,0,0,0,10.197,0,100,0,0,8.155,8.155,14.006,1,I am a Christian and I believe in the Bible so I believe that the universe was created on purpose I also think that there are supporting historical documents to back it up,4.802,30.17,62.731,4,3,2,7.843,31.103,35.071,3,70,111.033,111.033,113.01,1,50,3,4,4,4,8,4,2,1,1,1,56,50,1,Wesleyan,4,1331,56,Female,White,United States,United States,United States,English,No,Other
72.213.96.177,452,8/24/26 11:04,R_6lSyeLdOfUViQxj,32.8458,-83.6762,697ca50bf4d7fe03531f2395,history,3.075,16.433,18.547,2,2.753,14.702,15.863,2,20,50,30,3.287,30.047,31.841,6,I gave most weight to natural explanations some weight to the idea of a directed origin and a good amount to the possibility that we just cant know,5.262,98.711,99.102,6,2,2,3.694,66.44,67.482,7,20,7.431,22.223,23.286,5,10,3,4,2,3,0,1,5,5,5,1,44,60,11,God may or may not be real but I will never actually know during my lifetime so faith and religious activities are pointless to me,4,1904,44,Male,White,United States,United States,United States,English,No,Full-Time
65.78.187.14,659,8/24/26 11:07,R_3RpZphRhlaPhyXN,38.6226,-121.3885,698a695910d23a1ff33405ed,history,0,0,59.788,0,0,0,20.743,0,60,30,10,6.188,31.995,37.714,3,I believe it is likely that superior aliens may have designed the universe we know It is possible we are in are simulation,3.518,112.445,124.846,3,4,5,8.795,39.092,40.412,3,80,15.813,15.813,18.337,1,65,4,2,3,3,0,1,5,5,5,1,60,90,10,Not a believer in organized religion practiced on Earth,4,819,60,Male,White,United States,United States,United States,English,No,Part-Time
174.56.246.62,517,8/24/26 11:04,R_3fda05r0zVewRvZ,33.5256,-81.9369,698df5aa65e3a070b2482ffe,history,25.695,25.695,45.556,1,0,0,13.898,0,10,40,50,2.887,18.842,21.773,5,I believe the universe is much bigger than humans can perceive or have researched so far which is why I marked 10 tokens as unknown At times I still feel that there may be some type of design behind it all especially considering how we evolved this way But then again I marked 50% because there are so many things in the universe that humankind hasnt discovered yet to make a conclusion,113.712,113.712,187.972,1,3,3,8.252,24.909,25.747,3,75,23.323,25.276,26.32,2,65,3,4,4,2,0,1,2,3,3,1,43,55,2,Catholic,4,26,43,Female,Asian,Korea,United States,United States,Korean,No,Part-Time
74.80.146.228,480,8/24/26 11:08,R_1y57Va1eUZfn7Vv,37.751,-97.822,698e0458100300aaa3b5302e,history,33.529,33.529,49.861,1,0,0,6.665,0,60,10,30,4.604,27.616,36.22,10,A lot in the universe could be traced back to a source while some are just impossible to figure out that is my school of thought Additionally some are related but not directly in some way,3.445,3.445,95.123,1,2,2,20.414,35.451,36.559,6,60,11.801,11.801,14.556,1,60,1,4,4,4,25,5,5,4,5,1,31,50,1,Christain,4,1938,31,Male,Black,United States,United States,United States,English,No,Full-Time
69.204.57.221,299,8/24/26 11:00,R_1ekwhYm0Un6UqqP,42.7713,-78.6059,6995d8ad91e057a634c6438c,history,0,0,24.395,0,0,0,17.86,0,20,50,30,14.768,29.432,31.231,4,The earth has scientifically proven origins that prove that life exists due to a certain chain of events Fast forward to now when alot of the same processes occur and will continue to occur I am a realist and need to see data and the science of outcomes and dont put alot of faith into miraculous events,0.856,0.856,91.488,1,4,4,26.153,33.368,34.863,2,40,9.029,9.029,9.817,1,35,2,5,4,2,0,1,5,5,5,1,47,85,1,n a,4,3552,47,Female,White,United States,United States,United States,English,No,Other
192.231.71.54,206,8/24/26 11:01,R_1qDBJGW3jIKF9mW,32.3779,-90.1273,699b2839067e62633cc8695e,history,0,0,22.958,0,0,0,6.251,0,50,30,20,2.942,20.986,24.275,5,I feel like there is a higher power but do not know 100% If not a higher power then there are certainly rules of physics and other rules that govern it,1.935,1.935,39.664,1,4,3,5.571,9.489,10.635,2,60,6.805,6.805,8.1,1,31,4,4,4,3,1,2,2,2,2,1,55,39,2,Catholic,4,590,55,Female,White,United States,United States,United States,English,No,Full-Time
73.131.196.118,811,8/24/26 11:13,R_1CVxYVvMxVm53DQ,40.6566,-111.8907,699c86caaf24d949e57e09d2,history,0,0,86.296,0,0,0,30.202,0,90,10,0,23.978,55.704,59.863,4,I gave 95 of my tokens to the logic that the universe was created by a central mind I gave more tokens to it because I believe in it and I gave 5 to the phsics theory because the theories I read on make sense,70.329,70.329,270.99,1,5,5,8.75,28.838,39.699,4,74,15.583,15.583,18.809,1,67,2,4,4,3,3,2,2,2,2,1,31,85,7,I am muslim but not practising it deeply,4,854,19,Male,Black,Congo the Democratic Republic of the,United States,United States,English,Yes,Full-Time
97.206.67.94,741,8/24/26 11:16,R_3BhpcRo36GfqrOV,37.7585,-122.1856,69a39ca44de9467d5d0aa615,history,1.45,1.45,83.883,1,0,0,19.034,0,0,99,1,5.702,15.754,26.751,3,From all the scientific evidence Ive read or seen about the origins and development of the universe I conclude that physical laws explain what is happening in the universe even though theres no concrete proof as to the origins of the universe Furthermore I dont believe that some higher power is directing the course of the universe I dont consider myself to be a part of that belief system,3.338,3.338,188.783,1,3,5,9.545,37.167,38.919,5,40,23.962,25.335,30.649,2,30,1,4,3,1,0,1,5,5,5,1,64,100,11,Agnostic I lean towards Atheism but I like to consider myself open minded and therefore Agnostic because even though I dont believe in a higher power there isnt concrete evidence that a higher power DOESNT exist,4,1676,64,Male,White,United States,United States,United States,English,No,Other
47.37.228.20,637,8/24/26 11:26,R_3QEh1XoogL4Zl5O,35.7589,-81.3263,69acf8eb3eee6cc60d19a248,history,0,0,41.626,0,0,0,6.701,0,10,70,20,17.834,29.777,34.489,5,From a scientific standpoint the universe is a system of random events that occurred to produce what we know now I dont have a spiritual mindset and its difficult for me to imagine an entity responsible for navigation and creation of an entire universe And honestly in the grand scheme of things its unknowable I can speculate just like everyone else but its highly doubtful that I or anyone alive today will truly know the extent or circumstances of creation and guidance,3.834,123.105,134.914,3,3,4,9.238,20.935,24.202,3,38,14.112,17.197,18.804,3,60,4,3,3,2,0,1,4,5,5,1,38,85,10,I dont have a present religion I dont believe in God I dont believe in Satan I believe evil and good are subjective terms that mean different things to different people and its more about being a good person for the sake of being a good person instead of worrying over where youll go when you die,4,1187,38,Female,White,United States,United States,United States,English,No,Part-Time
69.231.91.42,261,8/24/26 11:01,R_7pfD8f6XgdD3ZnQ,29.1733,-98.4723,69b1a272a4b9a5fd2e7a3b20,history,0,0,25.5,0,0,0,16.23,0,100,0,0,4.579,4.579,7.8,1,The universe could not have been created on its own just randomly everything is perfectly aligned and created and although there are a lot of unknowns everything points to a greater force having created everything with detail and meaning,2.065,2.065,51.401,1,5,1,6.978,18.7,24.586,3,89,11.275,11.275,12.3,1,41,1,3,5,1,4,5,1,1,1,1,28,87,1,Seventh Day Adventist,4,752,28,Female,Other,United States,United States,United States,Spanish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
172.59.213.30,534,8/24/26 11:05,R_5zI9cbavWUlFpFI,40.7597,-74.1836,69b6f826453eaec6b1072a61,history,0,0,16.771,0,0,0,5.302,0,50,15,35,14.7,27.491,32.359,3,I leaned towards directed origin because the repeated reports of divine or miraculous experience across many different culture suggest there may be something meaningful behind them However I left substantial room for uncertainty because those experiences are difficult to verify scientifically and natural explanations are still possible,1.852,223.312,230.39,6,4,2,40.089,44.464,45.731,3,60,12.314,18.112,19.036,4,55,2,5,5,2,0,1,5,5,5,1,39,85,11,Im spiritual but not religious,4,1884,39,Male,White,United States,United States,United States,English,Yes,Full-Time
74.103.19.126,275,8/24/26 11:08,R_5AWbg4yMlTlwUJH,39.2092,-76.6681,69b89940d4cd9cc0dde65558,history,0,0,18.588,0,0,0,9.686,0,20,30,50,9.738,34.037,36.98,6,I think we have nowhere near enough research or even the tools to begin getting answers for this question A direct intelligent source or creator doesnt make sense to me as life seems to have evolved for earth rather than the Earth evolving for life There is too many natural disasters and chaos for it to be the result of a perfect creation made for us,1.351,1.351,70.33,1,4,5,3.331,9.698,10.893,2,75,6.318,10.434,11.462,4,20,2,2,4,3,0,4,5,5,5,1,25,85,11,Atheist Agnostic I reject the religions presented but am still open to a belief of a higher power if ever experienced I use practices from Buddhism and meditation to maintain a good outlook on life,4,1022,25,Female,Asian,United States,United States,United States,English,No,Unemployed (and job seeking)
38.62.133.208,495,8/24/26 11:08,R_6kG1hU5SKv4um84,31.3796,-84.161,69c2e8bd569d3a0637ab1c1e,history,0,0,49.966,0,0,0,21,0,98,1,1,8.539,27.707,30.571,4,I completely believe the universe was created by a higher being I dont agree with either of the two bottoms statements SO i gave the top statement 98 percent and the other two statements I dont agree with 1 percent a piece to equal 100% as directed,6.015,6.015,70.301,1,5,3,8.685,30,31.259,2,80,20.897,25.131,25.975,2,61,1,4,5,1,0,6,1,1,1,1,40,9,1,I have a personal relationship with my Lord and Savior Jesus Christ He died on the cross for me so that I will have everlasting life,4,94,40,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
174.183.150.39,248,8/24/26 11:06,R_5Wp3VZHLnb0B0Rj,39.8304,-89.6498,69cd80a88742527c4b23888d,history,1.544,20.799,22.622,4,0,0,2.318,0,43,5,52,2.372,15.798,17.899,6,I am not religious so I dont really believe in a creator Im much more skewed to physics being the answer but the universe is nearly infinite in size and nature It would be very hard for us to truly understand the universe,3.349,3.349,63.757,1,3,4,3.75,13.819,14.484,5,60,7.033,9.149,11.947,3,63,2,2,5,3,0,1,5,5,5,1,25,87,10,I do not believe in religion,4,1536,25,Male,White,United States,United States,United States,English,No,Full-Time
